faust_number,isbn,book_title,book_author
39182645,,En sommer på Malta,Sue Moorcroft
48739857,,Rowley præsenterer et utroligt farligt eventyr,Jeff Kinney
25243358,,Kaptajn Underhyler - kantinedamerne fra det ydre rum går til angreb,Dav Pilkey
54915969,,Erna i krig,Erling Jepsen (f. 1956)
47130565,,Hvad er et æg?,Johan Olsen (f. 1969)
05846242,,Hvor er ballade-Alfons?,Gunilla Bergström (f. 1942)
52980453,9788793046702,Dit selvhelbredende sind,Mette Louise Holland
51165772,9788702166828,Vitello går med kniv,Kim Fupz Aakeson
54701462,,Vi er brødre,Iben Mondrup
28816332,,Tuf er rå,Randi Solvang
48639925,,"Blå, blå efterårsbølger",Christoffer Holst (f. 1990)
54379226,,Det største ønske,Lucy Dillon
53187404,,Papa,Jesper Stein
54871422,,Tag ikke imod en pølse i Moskva og andre historier,Leif Davidsen
52557194,,Altid tilgivelse,Anne B. Ragde
38959425,,Jorden under mig,Helle Vincentz
39594919,,Du kan alt. Bind 2,Christian Jungersen
29253269,9788711393079,De bedste eventyr med H.C. Andersen,H. C. Andersen (f. 1805)
48185452,,Geggo,Stephanie Karma (f. 1990-04-14)
61449051,,Jul på øens hotel,Jenny Colgan (f. 1972)
28785186,,Alfons med super-sækken,Gunilla Bergström (f. 1942)
61563431,,Silkehandlerens datter,Dinah Jefferies
62515414,9788728258354,Verdens 100 mest truede dyr,Sebastian Klein
39508435,9788702324365,Wimpy Kid. 6,Jeff Kinney
47157226,,Bag facaden,Alafair Burke
38824155,,Villads fra Valby leger lidt vildt,Anne Sofie Hammer (f. 1972-02-05)
48489206,,Sanatoriet,Anne-Sophie Lunding-Sørensen
47220947,,Pølse vil ikke spise aftensmad,Oliver Zahle
54937180,9788702272703,Vi på Krageøen,Astrid Lindgren
46561848,,Omrids,Rachel Cusk
53106579,,Rosie Hopkins' søde drømme,Jenny Colgan (f. 1972)
46239695,9788702172898,Monster,Patrick Ness
53438032,,Lille Virgil hjælper en ene-og-alene stork,Ole Lund Kirkegaard
62574518,,Sol over strandpromenaden,Jenny Colgan (f. 1972)
52280672,,Lake House,Kate Morton
62273933,9788702311198,Nøjsomheden,Stine Askov
53222757,,En øm tå,Randi Solvang
62072954,,Et afgørende øjeblik,Julia Quinn (f. 1970)
53548970,,To små piger,"Lotte Hammer,Søren Hammer"
53782345,,Postkort fra Grækenland,Victoria Hislop
52089980,9788711326404,Steinbecks spøgelse,Leif Davidsen
55157197,,Anker finder ting,Alberte Winding
53518273,9788702211894,Mugge & vejfesten,
46158407,,De 5 på skatteøen,Enid Blyton
61535241,,Hjemmehjælperen Ramona og andre englelige væsener og væsentlige engle,Hella Joof
48321844,,Måske uskyldig,Alafair Burke
45954951,,Mine første perlerier,Anja Takacs
52604036,,Enhjørningen,Steffen Jacobsen (f. 1956)
135366269,,Nedsmeltning,Niels Krause-Kjær
48343929,,Turen går til Sydsverige,"Kristina Olsson,Eja Nilsson"
46086287,,Fjenden iblandt os,Jakob Melander
61964487,9788702361773,Kvinderne fra Thy,Maria Helleberg
52140374,9788763825207,Villads fra Valby vasker en baby,Anne Sofie Hammer (f. 1972-02-05)
39096366,,Dinosaurbanden - skattejagten,Lars Mæhle
46014863,,Jeg vil savne dig i morgen,Heine T. Bakkeid (f. 1974)
48069703,,Collagen,"Karen Lyager,Jerk W. Langer"
48128696,9788763843423,Lejlighedssange,Stine Pilgaard
53970249,9788763846219,Villads fra Valby får et brev,Anne Sofie Hammer (f. 1972-02-05)
54434235,9788711953853,Dyndkongens datter,Karen Dionne
28438443,9788790101824,The vampire diaries. Bind 1,L. J. Smith
54386141,9788726030617,Folkets skønhed,Merete Pryds Helle
47202752,,Drengen i sneen,Samuel Bjørk (f. 1969)
28816367,,Løb Tuf,Randi Solvang
53356923,,Pigen på flyet,Michel Bussi (f. 1965)
51735765,,Betty møder en superhelt,Alberte Winding
54113706,9788771898057,Kirstine,Lars Novrup Frederiksen
39362732,9788758845319,Simba og kattenapperne,Michael Kamp (f. 1974)
47892287,,Grøn keto,"Alice Apel Hartvig,Majbritt L. Engell"
29850968,9788711370872,Den fortabte helt,Rick Riordan
38285408,,Ulvesommer,Hans Rosenfeldt
62175958,,Bluey - godnat flagermus,
52557038,,Tarme i topform,"Irene Brøndum,Majbritt L. Engell,Oluf Borbye Pedersen"
134981164,,Det begynder med os,Colleen Hoover
39101319,,Det ottende liv (til Brilka),Nino Haratischwili
47710421,,Noget jeg gerne vil sige,Alice Munro
54346751,,Turen går til Paris,Aske Munck
29272395,9788711394144,Larsen,Peder Bundgaard
52140412,9788763845922,Villads fra Valby på sommerferie,Anne Sofie Hammer (f. 1972-02-05)
62232323,,Irlands døtre,Santa Montefiore
53214312,,Willi bygger en hule,Kirsten Sonne Harild
51302265,,En plus en,Jojo Moyes
47072565,9788763863582,Villads fra Valby har fødselsdag,Anne Sofie Hammer (f. 1972-02-05)
47140978,9788711912461,Grydeklar,Anne-Marie Donslund
20349530,,Hurra for Alfons Åbergs far!,Gunilla Bergström (f. 1942)
47996163,9788799785575,Skolen,Jesper Wung-Sung
52160715,,Pigen uden navn,Christina Baker Kline (f. 1964)
38940058,,Aldrig mere træt,Pia Norup
47606055,9788702291353,Den afrikanske farm,Karen Blixen
47975654,9788726364859,Generalens datter,Henriette Harris
46902785,,Havets magi - de knuste perler,Nicole Boyle Rødtnes
28816316,,Po og Py,Rikke Mølbak
39096439,,Dinosaurbanden - en bedste ven,Lars Mæhle
48731643,,Skumfidusmaskinen,Bobbie Peers
48011551,,Den fremmede pige,Daniel Silva
46506111,9788797127414,På godt og ondt,Zack Zombie
61692185,,Der er antal på alt,Lars Høgh (f. 1959)
29704457,9788711386514,Slaget i labyrinten,Rick Riordan
53435823,,Gå glip,Svend Brinkmann
38841025,,I skole med Alfons Åberg,
27903320,9788702076073,Dinosaurens fjer,Sissel-Jo Gazan
53837700,,Bag din ryg,Sofie Sarenbrant
46639782,9788726194685,Mansfield Park,Jane Austen
28836112,9788702117059,En flodhest i huset,Ole Lund Kirkegaard
62668792,,Vitello skal være storebror,Kim Fupz Aakeson
48487629,,Min kinesiske farmor,Lars Saabye Christensen (f. 1953)
54944217,,På afveje,Linda Castillo
62015748,,Den forsvundne by,Camilla Sten (f. 1992)
61482008,,Sølvblik,John Le Carré
47107849,9788740056624,Judaskysset,Anna Grue
48182755,,"Drengen, der fik ting i hovedet - ""hjælp, jeg er klog!""",Kasper Hoff
61878629,,Det 11. bud,Jeffrey Archer
39464047,,Skoven er vores,"Lotte Hammer,Søren Hammer"
47191874,,Hun skal leve,Anders Roslund
51839021,9788711374757,Den sidste olymper,Rick Riordan
48690343,9788726463484,Vores sommer sammen,Jenny Han
29493979,,Tor og mor,Kirsten Ahlburg
55143331,,Gangster farmor,David Walliams
47212421,,Fri agent,John Le Carré
62991895,,Mors dreng,Adrian Hughes
38803115,,Kollaps,Thomas Rathsack
54145667,,Den fremmede gæst,Lisa Jewell
48616798,9788711918784,Den sommer alting ændrede sig,Jenny Han
38203525,,Det første juletræ,Elly Griffiths
53350577,9788762729339,Farlige dyr,Henry Brook
28816286,,Ti ål og en tå,Rikke Mølbak
47559073,,"Anna, Elsa og den hemmelige flod",Andria Warmflash Rosenbaum
53953212,9788740046533,"Den, der lever stille",Leonora Christina Skov
46919386,,Da Audrey Wilde forsvandt,Eve Chase
28322887,,Den dag Leopold blev sur,
53410413,9788763852470,Skyggesøsteren,Lucinda Riley
46422511,,Turen går til Kroatien,Tom Nørgaard
62626801,9788728389980,ADHD,Kristin Leer
52610087,,En træhule på 13 etager,Andy Griffiths
53766420,,Alle mine morgener på jorden,Troels Kløvedal
61508341,,Varieté,Søren Pilmark
48369332,,Madro,"Anne Gaardmand,Morten Elsøe"
61469605,,Vovserne redder Adventure City,
38660101,,Den store bog om Paw Patrol,Mary Tillworth
29927367,,Kald mig prinsesse,Sara Blædel
46313151,,Lilys længsel,Lisa Kleypas
53826520,9788702194609,Vitello bygger en afskyelig snemand,Kim Fupz Aakeson
39309483,,Den forkerte mor,Michel Bussi (f. 1965)
48574726,9788726583779,Kane og Abel,Jeffrey Archer
54464290,9788726026672,Iqbal Farooq i krise,Manu Sareen
51953460,9788771749991,Sonjas sidste vilje,Åsa Hellberg
135194921,9788728464434,Verdens 100 farligste dyr,Sebastian Klein
51320352,,Kvinden de meldte savnet,Sara Blædel
53365817,9788711753798,Ligblomsten,Anne Mette Hancock
52521602,,Haabet,Mich Vraa
48233546,9788740063202,Satans sommer,"Kim Faber,Janni Pedersen (f. 1968)"
47027101,9788726262490,Her var en mand,Jeffrey Archer
52579988,9788711705438,Når voksne leger. 2,Anne Rosengård
48628796,9788726571028,Den onde søster,Karen Dionne
54945027,,Min historie,Michelle Obama
50520765,,Betty vil også med,Alberte Winding
62783524,,Station Z,Jakob Melander
28255217,9788711301135,Eragon,Christopher Paolini
54385587,9788726059410,Drabsafdelingen,Steen Christensen (f. 1944)
51830989,,Øen,Victoria Hislop
28693788,,Vildheks. Bind 2,Lene Kaaberbøl
38936581,,Når børn og unge får angst,Peter Lund Madsen
46772016,,"Turen går til Toscana, Umbrien & Marche",Preben Hansen (f. 1956)
39362775,9788771164282,En sommer på Malta,Sue Moorcroft
48984703,,Pippi,
47045665,,Jord og hjerte,Vibeke Marx
46977548,,Anker og chokoladeulykken,Alberte Winding
46963482,,Anker siger fra,Alberte Winding
47749549,,Ottos ikke-noget historier,Lars Daneskov
39229749,,Med hjertet som indsats,Simona Ahrnstedt
48699928,,En pikant handel,Lisa Kleypas
61576827,,Rotteøen og andre fortællinger,Jo Nesbø
51939123,,En ny tid,Ida Jessen (f. 1964)
53516033,,Harry Potter og fangen fra Azkaban,Joanne K. Rowling
52459974,,Dengang Hr. Skæg startede i skole,Mikkel Lomborg
62540893,,Huset på hjørnet i Cockleberry Bay,Nicola May
25243897,,Kaptajn Underhyler - professor Prutpotte og den skumle slagplan,Dav Pilkey
55104433,,De 100 mest gådefulde dyr,Sebastian Klein
54944799,9788763848213,Skammertegnet,Lene Kaaberbøl
53096697,,Den tyske pige,Armando Lucas Correa
38332376,9788726696059,Godnathistorier. 11,
61729097,,Det blinde øje,Jeffrey Archer
62012234,,Kostskolen,Karin Wik (f. 1979)
46119436,,Alt hvad jeg ved om kærlighed,Dolly Alderton
38832778,,Første person ental,Haruki Murakami
47865352,,Dukken,Yrsa Sigurðardóttir
46872347,,Drop opdragelsen,Fie Hørby
54944926,9788763858809,Villads fra Valby som dyrepasser,Anne Sofie Hammer (f. 1972-02-05)
62034734,,Sara & August,Pernille Juhl (f. 1963)
50710327,,Betty har en hemmelighed,Alberte Winding
39203588,,På eventyr med Peddersen og Findus,Sven Nordqvist
62329874,,Safirenken,Dinah Jefferies
53515940,,Star Girl - den bedste bluse,Nicole Boyle Rødtnes
53188559,,Den gode opgave,"Lotte Rienecker,Peter Stray Jørgensen"
53986234,,Katharina-koden,Jørn Lier Horst
39285606,,Den fortabte mand,Jane Harper
53922228,,Perlesjov,Anja Takacs
47311942,9788740056648,Den skaldede detektiv,Anna Grue
48427022,9788726463477,Sommer uden dig,Jenny Han
46938763,9788723541994,YouTubere,Cecilie Bogh
54069731,9788741503103,Nikkis dagbog - historier fra et ik' specielt fedt liv,Rachel Renée Russell
53072755,9788702131062,Vitello bliver forretningsmand,
39085828,,Den usynlige pige,Lisa Jewell
48121535,9788743400042,Meter i sekundet,Stine Pilgaard
29898642,9788764462470,Min mor siger,Stine Pilgaard
47246598,9788763863377,Guldfisken Glimmer,Jesper Wung-Sung
61756914,9788702324419,Wimpy Kid. 11,Jeff Kinney
39552973,,Når solen går ned,Nora Roberts
38846574,,I egetræets skygge,Sofia Lundberg (f. 1974)
47322324,,Tiden er en morder,Michel Bussi (f. 1965)
38950622,,Det lille bageri i Brooklyn,Julie Caplin
38918605,9788793716490,ADHD hos piger og kvinder,Lotta Borg Skoglund
46669959,,Sebastians store quiz om dyr,Sebastian Klein
54090501,,Små påsatte brande,Celeste Ng (f. 1980)
54998120,,Iskolde øjeblikke,Viveca Sten
61395032,,Hændelsen,Annie Ernaux
39504103,,Mørkebror,Arttu Tuominen (f. 1981)
51332989,,Ord med Mimbo Jimbo,Jakob Martin Strid
46365658,,Sygeplejersken,Kristian Corfixen
52059984,,Den store antiinflammatoriske kostguide,Martin Kreutzer
38503545,,Kvinderne på Flanagans,Åsa Hellberg
47892317,,Livet - illustreret,Lisa Aisato
23647737,,Finn Herman,
51319095,,Stå fast,Svend Brinkmann
25773497,,Kaptajn Underhyler ordner den onde Olfert-kvinde,Dav Pilkey
53967248,,Den nye jarl,Lisa Kleypas
48643167,,Anker og kagekonkurrencen,Alberte Winding
48489389,,"Olive, igen",Elizabeth Strout
46677544,,Tilstå,Colleen Hoover
61676198,,Lalandia,Jens Vilstrup
48077781,,Uden mandat,Bo Lidegaard
48602517,,Nakanos genbrugsbutik,Hiromi Kawakami
39499606,,Bag dem synger døden,Karin Fossum
48811639,9788702278408,Blomsterdalen,Niviaq Korneliussen
62884908,,Det italienske tempel,Santa Montefiore
47000688,9788763863278,Selfie Simon epic friends,Susanne Foldberg (f. 1970)
53757677,9788763853736,Villads fra Valby taber en tand,Anne Sofie Hammer (f. 1972-02-05)
29037787,9788711407325,De bedste historier med Rasmus Klump!,"Per Sanderhage,Claes D. Voss"
45965198,,Min bog om farlige dinosaurer,
26700280,,Kaptajn Underhyler og de turbulente tidsmaskinetrængsler,Dav Pilkey
50730654,,Villads fra Valby låner en båd,Anne Sofie Hammer (f. 1972-02-05)
53970575,9788763850407,Villads fra Valby leger med ord,Anne Sofie Hammer (f. 1972-02-05)
50798437,,Dødesporet,Sara Blædel
62362979,,Den nittende ø,Thomas Bagger (f. 1981)
136071912,,Ligene i lysthuset,Anna Grue
48137431,,Vegetarisk i aften?,Camilla Skov
134161736,,Jan Kjærs Nomerne - skyggenomen,Jan Kjær (f. 1971)
62158158,,Den store lykke,Lucy Dillon
134112905,,Hovedet i himlen og fødderne på jorden,Carolyne Kaddu Rasmussen (f. 1970)
46944518,,Min Mormors gebis for de mindste,Jakob Martin Strid
39021781,,Forfra,Anders Langballe
47219027,,Dansk standard,Kim Leine
52543282,,Tiggeren,Sofie Sarenbrant
54183445,9788771899924,Alkymisten,Paulo Coelho
38747118,9788726576757,Disney - mine bedste godnathistorier,
51986369,,"Ser du månen, Daniel",Puk Damsgård Andersen
51117549,,Den kæmpestore bog om Mimbo Jimbo,Jakob Martin Strid
46503945,,Under en blodrød himmel,Mark T. Sullivan
53571581,,Ravnens Rede,Leif Davidsen
52663598,9788711680278,Måske en dag,Colleen Hoover
38929577,,Bibliotekaren fra Auschwitz,Antonio Iturbe (f. 1967)
54829450,,To fremmede,Lisa Kleypas
53079202,,Arv og miljø,Vigdis Hjorth
51980239,,Harry Potter og Hemmelighedernes Kammer,Joanne K. Rowling
29909334,9788711375501,Noget for noget,Anna Grue
61622306,,Den største gave,Katrine Wessel
61479198,,Gigantosaurus,
62107065,,Harlem shuffle,Colson Whitehead
46381114,,Emmas hemmelighed,Sara Ejersbo
51484606,9788793240070,Brødrene Karamazov,F. M. Dostojevskij
54043406,,Percy Jackson og lyntyven,Rick Riordan
61903291,,Blindt raseri,Cara Hunter
38702017,,Pottepatruljen,
52226422,9788711523339,Grib dagen,Danielle Steel
62499702,,Sommerens eventyr,Sarah Morgan (f. 1948)
62232269,,Altid ved din side,Nikola Scott
52629888,,Cirkelines museskole,Hanne Hastrup
47902266,9788711985663,Mysteriet i Genbrugsen,Anna Grue
39148374,9788771484854,Vild med Ronaldo,Peter Banke
52599997,,Peter Pedal og sparegrisen,Monica Perez
51803442,9788771748956,De 5 stikker af,Enid Blyton
54532792,,Den rebelske lady,Lisa Kleypas
53970168,9788763848336,Anne fra Grønnebakken,L. M. Montgomery
52144310,,Orkansæsonen og stilheden,Anne-Cathrine Riebnitzsky
29240957,,Betty kan bedst lide fredage,Alberte Winding
46625021,,Et uventet besøg,Åsa Hellberg
54641923,,Godnat og sjov godt,Lars Daneskov
53970613,9788763846226,Villads fra Valby har vikar,Anne Sofie Hammer (f. 1972-02-05)
39482622,,Gaven til maven,Anette Harbech Olesen
48373704,9788702301434,Farlig forelskelse,Sara Ejersbo
52344549,,Den hemmelige kvinde,Anna Ekberg
29302723,9788702125078,Hodja fra Pjort,Ole Lund Kirkegaard
46898435,,Hjemmefra,Erling Jepsen (f. 1956)
38950657,,Florence Graces to liv,Tracy Rees
61858385,9788702324433,Wimpy Kid. 13,Jeff Kinney
47682843,9788763858304,En duft af appelsin,Ulla Hinge Thomsen (f. 1971)
53048285,9788711757352,Godnathistorier. 3,
28913036,9788711419014,Iqbal Farooq og julesvineriet,Manu Sareen
51868838,,Willi spiller fodbold,Kirsten Sonne Harild
51743059,9788711443712,Karmaboy - kometen og den onde numsekløe,Jacob Riising
23625679,,Da Findus var lille og forsvandt,Sven Nordqvist
61370919,9788702324372,Wimpy Kid. 7,Jeff Kinney
39018365,,Tidselhonning,Sara Paborn (f. 1972)
29207429,,Betty sælger (næsten) alt,Alberte Winding
47993989,,Airfryer opskrifter. Bind 1,Britt Andersen (f. 1967)
135195855,9788728258361,Verdens 100 mest berømte dyr,Sebastian Klein
39517159,,De bedste fra Madbanditten,Jane Faerber
38184709,9788702301304,Sovebogen,Kathryn Nicolai
54945493,9788763859448,Selfie Simon ft. Rosa,Susanne Foldberg (f. 1970)
51788257,9788711466292,Fontænen,Malene Spring
48179002,9788726364576,Danmarks store fortidsdyr,Sebastian Klein
61508473,,En familietragedie,Mattias Edvardsson (f. 1977)
48991416,9788726732818,Vilde vidunderlige dyr,Elisabeth Kiertzner
53852440,,Star Girl - jagten på Star Girl,Nicole Boyle Rødtnes
135689351,,Hvad jeg tænker mens du taler,Alberte Winding
45932222,,Alberte i børnehave - en dum dag,Line Kyed Knudsen
38634615,9788772313290,Mit hemmelige liv,Jenny Fagerlund
29924708,,Simon skal i nulte,Peter Gotthardt
38657011,,Brevet i bogbussen,Eli Åhman Owetz
62591498,,Arvestål,Tobias Bukkehave (f. 1980)
51165942,9788702166835,Vitello møder Gud,Kim Fupz Aakeson
39229641,,Gæstelisten,Lucy Foley
22579215,,Kender du Pippi Langstrømpe?,
46224159,9788711914663,Verdens farligste slanger,Sebastian Klein
52646251,,Harry Potter og det forbandede barn,Joanne K. Rowling
38202723,,Kaptajn Underhyler i farver - kampen mod de hvæsende wc'er,Dav Pilkey
47179033,,Youtuber for en dag,Sara Ejersbo
54001142,9788793231511,Viljetyven. Bog 1,Jan Kjær (f. 1971)
61895094,9788702340402,Happy Happy,Mette Vedsø
28323433,,Den dag Leopold blev forelsket,
48611281,,En sikker havn,Nora Roberts
48887538,9788770189965,VM-fodbold,Asker Hedegaard Boye
61508392,,Storfyrstinden,Trine Engholm Michelsen
53399150,9788702243628,Jytte fra Marketing er desværre gået for i dag,Morten Sehested Münster (f. 1980)
38484478,,Dødbringende besked,Helen Cox
46623231,9788702278286,Til min søster,Dy Plambeck
62132779,9788702324464,Wimpy Kid. 16,Jeff Kinney
46699165,9788711916728,Neymar da Silva Santos Júnior,Christian Mohr Boisen
47234883,,Perlejul,Anja Takacs
52579309,,Det der er værre,Lars Kjædegaard
54246692,,Lady Helens løfte,Lisa Kleypas
48718019,,Den magiske boghandel - Tilly og bogvandrerne,Anna James
53991076,,Pigen fra Brooklyn,Guillaume Musso
29236674,,Willi er kræsen,Kirsten Sonne Harild
54203608,,Kort over Paradis,Knud Romer
53395015,9788711821688,Verdens 100 mærkeligste dyr,Sebastian Klein
53512011,,Gummi-Tarzan,Ole Lund Kirkegaard
38306103,,Skal vi sige det til præsidenten?,Jeffrey Archer
47307686,,Et spørgsmålstegn er et halvt hjerte,Sofia Lundberg (f. 1974)
48787258,,Pippi stikker af,Astrid Lindgren
51146271,,De ukendte,Kasper Hoff
38892703,,Vovserne får superkræfter,
47321328,,Havets magi - den nye vikar,Nicole Boyle Rødtnes
45932419,,Alberte i børnehave - jeg vil kun lege med Sofia,Line Kyed Knudsen
48663664,,Vovserne møder Tracker,
29941564,,Villads fra Valby har vikar,Anne Sofie Hammer (f. 1972-02-05)
39210851,9788794020466,Pigen fra Vestkysten,Claudia Westh Lonning (f. 1977)
62214473,,Løb eller dø,Maria Adolfsson
54852185,,Motiv X,Stefan Ahnhem
46218795,9788711914670,Verdens farligste katte,Sebastian Klein
54541325,,Bubbi - bliver f****** stjerne,"Morten Münster (f. 1997),Merlin P. Mann"
38843184,9788702325690,Farskibet,Glenn Bech (f. 1991-04-08)
47322022,,Bytteleg,Lee Child
25719441,,Pippi Langstrømpe på Kurrekurredut-øen,
47092183,,Harry Potter og Flammernes Pokal,Joanne K. Rowling
53970419,9788763852784,Sofies verden,Jostein Gaarder
62293888,9788775499946,Kvinden der ikke blev fundet,Remigiusz Mróz (f. 1987)
47162734,,Jens og Marie,Linda Lassen (f. 1948)
52450896,,Du går ikke alene,Mari Jungstedt
61457534,,Mørket under isen,Morten Hesseldahl
55130213,9788711910320,Mørket kalder,Michael Katz Krefeld
47797209,,Maria,Malou Aamund
39094479,,"Pige, kvinde, andet",Bernardine Evaristo
62334878,9788727009223,Naja Münster - en nat i centret,Line Kyed Knudsen
51842286,,Hambros Allé 7-9-13,Lotte Kaa Andersen
