faust_number,isbn,book_title,book_author
53191959,,De forsvundne,Caroline Eriksson (f. 1976)
29516405,,Samfundsvidenskabernes videnskabsteori,
52984386,,Vikingesagn,Josefine Ottesen
46520777,9788741505633,Nikkis dagbog - historier fra en ik' specielt glamourøs tv-stjerne,Rachel Renée Russell
52906458,,Lulu i byen,Susanna Hartmann
29653771,9788702142877,Thomas Windings bedste historier. 1,Thomas Winding
27922813,,Hævnens gudinde,Sara Blædel
47210607,9788771659399,A.S.P.E - dæmonhuden,Mette Finderup
47137195,,Håndtegner,Roald Als
53184065,9788763846783,Gift ved daggry,Lisa Kleypas
47059623,,Arlo Finch i fuldmånens sø,John August
51121325,,Mormor går amok,Dina Gellert
52430720,,1984,George Orwell
51242947,9788711339435,Den kolde jomfru og andre skrøner,Jørn Riel
52016827,,Sort land,Ahmad Mahmoud (f. 1987)
48451535,,På tur med Anna og Otto - i Zoo,"Sanne Haugaard,Pia Aagesen"
52060117,,Sommerferie,Ole Lund Kirkegaard
134013443,,En ny chance for kærlighed,Suzanne Snow
52569680,,After. Del 5,Anna Todd
61411836,,Mød mig ved Beachcomber Bay,Jill Mansell
54276354,,Skolen med magiske dyr - top eller flop!,Margit Auer
52983401,,Turen går til Skotland,Bjarne Nørum
48030599,,Jagten på nazisternes guld,"Anne Sofie Hammer (f. 1972-02-05),Lise Bidstrup"
39591545,,Ganske enkelt,Emma Martiny
53326196,,Hvad er lort?,Katie Daynes
46297474,9788771076189,Lærepenge,Lee Child
51829166,9788711333426,Disse øjeblikke,Herbjørg Wassmo
28329490,,Min kamp. 1. bog,Karl Ove Knausgård
47307791,,Nora,Louise Roholte
29289549,,Kroppens hemmelige sprog,Inna Segal
29847002,,Blodrus,Thomas Enger
51271084,,Lær ord på engelsk,Gitte Ladefoged
51770927,9788711462621,Til den bitre ende,Traudl Junge
62485051,,"Mødre, fædre og andre",Siri Hustvedt
47534305,,Målmand,Lasse Højstrup Sørensen
52009863,,111 steder i Berlin som du skal se,"Carolin Huder,Verena Eidel,Lucia Jay von Seldeneck"
54133987,9788741503165,Nikkis dagbog - historier fra en ik' specielt kvik frøken Orakel,Rachel Renée Russell
47373972,,Skinsygens tid,James Lee Burke
48118097,,Hverdagsmeditation,Karen Pallisgaard (f. 1980)
62305703,9788794181310,Manta og skovpiraterne,Jan Kjær (f. 1971)
25881796,,Siggi Svinedreng,Josefine Ottesen
39400154,9788726875799,Hvorfor mænd ikke hører efter og kvinder ikke kan læse kort,
38997955,,Den fantastiske bog om insekter og edderkopper,Barbara Taylor
48225098,,Hvem er jeg?,Lotte Salling
51843975,,Saga i galop,Pia Hagmar
46301234,,Finn slår en fis,Marie Duedahl
52758866,9788711687130,Før jeg forsvinder,Paul Kalanithi
47318114,,Ildmesteren,Søren Jønsson
54156936,9788711975107,Rasmus Klump møder Ursula,"Carla Hansen (f. 1906),Vilh. Hansen (f. 1900)"
53934846,,"Saga på eventyr - søskendesavn, kampgejst og en genstridig rokketand",Josefine Sundström
61449353,,Metropol,Eugen Ruge
46319079,,Dovendyr,Per Østergaard (f. 1950)
52372275,9788711648407,Den store nordiske rockerkrig,Thorkild Høyer
53292038,9788711757826,Silkefejden,Victoria Holt
53105297,,Lise Nørgaard,Jacob Wendt Jensen
52915929,,Bornholmerdybet,Pernille Boelskov
61368175,9788793730984,Hånden på hjertet,Pernille Kim Vørs (f. 1973)
48647863,,Mormor & mormor,Rebecca Bach-Lauritsen
48224881,,Ib ser en stor fisk,Marie Duedahl
62947519,9788743403203,Lydbogen der ikke ville slutte. Del 3,David Sundin
62015543,9788702344158,Gør dig fri af fortiden,Nicole LePera
27883966,9788792165497,Hvem ringer klokkerne for,Ernest Hemingway
46637542,9788726225181,Pandaen,Sebastian Klein
38338536,,Det forladte hus,Charlie Donlea
54379242,,Plet i zoologisk have,Eric Hill
54966121,,Puma,Per Østergaard (f. 1950)
39168839,,Gy og en si,Marie Duedahl
54929358,,Kål og kærlighed,Lisbeth Tordendahl
55114951,,Ingen udvej,Taylor Adams
29890447,9788711373934,Kunsten at sige nej,Jesper Juul (f. 1948)
46687957,,En tur i en bus,Kirsten Ahlburg
53077153,,På opdagelse! - dinosaurer,Andrea Mills
52585996,,Arkons drøm,Josefine Ottesen
61353577,,Hvad kan Dino bedst lide?,Daniel Mills
47908256,,Min lille bog om følelser - frygt,Stéphanie Couturier
47316553,,Store maskiner,Per Østergaard (f. 1950)
38926462,,Videnskabsteori,Jacob Birkler
51838351,9788711372500,Jeg skal huske dig,Yrsa Sigurðardóttir
54055978,,De strandede sørøvere,"Riina Kaarla,Sami Kaarla"
54199155,,Planen,Morten Pape (f. 1986)
54709501,,Hvis bare du var min,Jenny Han
61573283,,Børneavisens spørg nørderne,
53136702,,Uovervindelig sommer,Alice Adams (f. 1975)
48720382,,Vilde agenter - operation isbjerg,Jennifer Bell
54415575,,En killing i huset,Per Straarup Søndergaard
51447352,,Blå luft,Ann Cleeves
48391664,9788726554984,På udebane i Brasilien,Luigi Garlando
29555850,,Forbryder,Karin Slaughter
52270103,9788702187724,Kampen om magten,Kasper Hoff
38565702,,Liva og Louis går i børnehave,Ruth Wielockx
51298586,9788771374018,Smertefri fødsel,Anja Bay
46938593,9788726060409,Sonjas hemmelighed,Åsa Hellberg
54951590,,Da Boris blev julebjørn,Ryan T. Higgins
28441428,,Spøgelsesfangen,Jens Henrik Jensen (f. 1963)
46816706,,Sådan bliver du god til matematik,Carol Vorderman
55110107,,Umuliusserne - feriekvaler,Thomas Schrøder
39576686,,Nikkis dagbog - historier fra en ik' specielt god fødselsdagsfest,Rachel Renée Russell
28538987,,Cirkus Simsalabim,Lotte Salling
47468965,,Dyredetektiverne - den hvide løve,Mona Grivi Norman
46749308,9788740656770,Alt for evigt,Abbi Glines (f. 1977)
28591063,,Paganinikontrakten,Lars Kepler
62984066,9788743404866,Manden uden ansigt,Masha Gessen
48184154,9788771162783,Tråden,Victoria Hislop
25888863,,Laura hos tandlægen,
52480140,,Fifi og Luis gætter gåder,Grete Sonne (f. 1948)
51189884,,Den travle bæver,Nicholas Oldland
61701494,9788726993134,Disneys Encanto,
51540646,9788763830423,Gnist,Maya Banks
46343816,,Bondegården vrimlebog,Max Walther
46203429,,Tør du sige lort?,Camilla Wandahl
38925768,,At sige sandheden,Denise Mina
62914335,,Pyntesmil,Rachel Röst
61404643,,"Familie, venner og pelsede væsner",Liz Pichon
62218967,,Venetia,Georgette Heyer
134045221,,Unge Mungo,Douglas Stuart (f. 1976-05-31)
47908272,,Min lille bog om følelser - glæde,Stéphanie Couturier
62474904,,Dyrk,Signe Schrøder
51417267,,En rejse gennem bly og græs,Bodil Jørgensen (f. 1961)
135020907,,Tre søstre,Heather Morris
61588701,,Jim,Jim Latrache-Qvortrup
52562813,,En gal tyr,Kirsten Ahlburg
53601871,9788711823903,Den store slæderejse,Knud Rasmussen (f. 1879)
51599101,9788711457818,Sneleoparden,Peter Matthiessen
52086981,9788711447215,Kunsten at tænke klart,Rolf Dobelli
38967797,,EM 2020,"Ole Sønnichsen,Jesper Roos Jacobsen"
52489342,,Dublin Street,Samantha Young
51759796,,Turen går til Kroatien,Tom Nørgaard
55123535,9788793716209,Det sultne hjerte,Simon Kratholm Ankjærgaard
53509827,9788758828169,Krigerinden,J. R. Ward
29428239,9788799498161,Dukkebarnet,Inger Gammelgaard Madsen
62436026,9788702366600,Rowley præsenterer et utroligt farligt eventyr,Jeff Kinney
47572789,,Saga får en guppy,Marie Duedahl
61435891,9789179892081,Hvor i alsmølfen er vi?,"Stacia Deutsch,Rhody Cohon"
48343996,,Gendarmstien,Ulla Conrad
62992972,,En ny begyndelse,Sue Moorcroft
53537464,,Mille Møgunge - en total katastrofe,Joanna Nadin
52916550,,Al må så,Kirsten Ahlburg
50595420,9788711383445,Heksens bryllup,Bent Solhof
47006236,,Ulvekrigen,Bernard Cornwell
135061611,,Drømmene maler virkeligheden,Tobias Rahim
53127282,,Tingelingelater,
51414403,,Heste,Emma Alnor
52916062,,"Løb nu, Tim",Kirsten Ahlburg
28178697,,Ingefærkrukken,Marcia Willett
38419587,,Familiens store bog om dyreriget!,John Woodward
38696556,,Mine første 100 køretøjer,
46040287,,Bo i en kø,Kirsten Ahlburg
54532954,,Familiens store bog om kroppen,Smiljka Surla
48387845,,Kasper og Sofies ABC,Tor Åge Bringsværd
53334008,,Havfruen Nerine - skatten i skibet,Peter Gotthardt
48144543,,Saga må sys,Marie Duedahl
38907972,,Oz må i ro,Lise Kloborg Pedersen
48014526,,Nævningen,Steve Cavanagh
55116881,,Outsideren,Stephen King (f. 1947)
39567555,9788794246002,Sommerlejren,Zack Zombie
52969816,,Den sorte enke,Daniel Silva
51203585,,Hvor er feen?,
52922313,,Prinsessen og ærterne,Caryl Hart
29570256,,Mayas dagbog,Isabel Allende
51958098,,Logbog fra et livsforlis,Erik Valeur
62556269,,Grønt smørrebrød,Kirsten Skaarup
48922694,,Den medicinske seers guide til udrensning,Anthony William
29465304,9788711398937,Glasdjævlen,Helene Tursten
52239907,,"Turen går til Toscana, Umbrien & Marche",Preben Hansen (f. 1956)
54079486,,Grænsen,Erika Fatland
27286135,,Peter Pedal og hundehvalpene,
53102654,9788771075106,Hunter,Chris Carter
53847579,9788799995783,Messi mod Ronaldo,Michael Jepsen
26649927,,Iqbal Farooq og den sorte Pjerrot,Manu Sareen
53873472,,Modemysteriet,Martin Widmark
52476836,,Jon køber bil,Helle Dyhr Fauerholdt
26332389,,Pirater og papegøjer,Mary Pope Osborne
47170966,,Dengang dinosaurerne var små,Kaspar Colling Nielsen (f. 1974)
29487901,,Lotte leger skjul,Alexander Steffensmeier
62547111,,Selv hvis alt forsvinder,Jens Liljestrand (f. 1974)
38882686,,Udfordringen,Elle Kennedy
52575141,,Enken,Fiona Barton
27153933,,Sort som ravnen,Ann Cleeves
46378873,9788711906200,Skorpionen,Sebastian Klein
38503561,,Med egen hånd,Suzanne Brøgger
54208456,9788726032390,Dobbelt konfekt,Orla Johansen (f. 1912)
29498784,9788711397237,Lykkens søn,Herbjørg Wassmo
52419662,,"Åh nej, Jens og Liv",Maria Rørbæk
52476828,,Alf i cirkus,Helle Dyhr Fauerholdt
53612180,,Professionel,Kasper Hoff
38640496,,Et livsværk,Rachel Cusk
51757408,,De små monstre - du snyder,"Pernille Eybye,Carina Evytt"
62235071,,Vildere have,Lene Beier
47405092,,Ivan bor i en bil,Marie Duedahl
47679753,,Min største hemmelighed - Sofie,Kit A. Rasmussen
28836597,9788711386057,Paranoia,Gretelise Holm (f. 1946)
51137922,9788702156089,Gudernes maske,Kasper Hoff
38892533,,Danmarks småøer,Jørgen Hansen (f. 1951-05-06)
48188435,,Det ukontrollerbare,Hartmut Rosa
48318754,,Den sultne larve Aldrigmæt - søg & find,Eric Carle
38933078,9788726815313,Disneys Raya og den sidste drage,
54097549,9788758829777,Frihedens lænker,J. R. Ward
61638628,9788771918748,Hvor der er hjerterum,Sarah Morgan (f. 1948)
55110166,,Premier League,Troels Gollander
27743951,,"Sif, Søs og Fido",
28508158,9788790100551,Dystopia,Dennis Jürgensen
54041349,9788793544420,Dem,Carey Heywood
54372736,,En spion på holdet,Antoine Griezmann (f. 1991)
39304236,9788771717563,Den anden Bennet søster,Janice Hadlow
46464923,9788711915769,Nymåne,Stephenie Meyer
53944094,,Medaljen,Danielle Steel
134138599,,It starts with us,Colleen Hoover
51699378,,Christian Eriksen,Peter Bejder
39019957,,Krible-krable-dyr,Anne Sofie Sternberg
52702259,,Sidste bog før sengetid,Nicola O'Byrne
61495606,,Drømmeslot,Kenneth Bøgh Andersen
47874009,,Hukommelsestab,Federico Axat (f. 1975)
53488315,9788711766392,Mordet i Orientekspressen,Agatha Christie
136269836,,Tove Ditlevsen var min mormor,Lise Munk Thygesen
47605679,,Star Wars - the rise of Skywalker,Pablo Hidalgo
48918883,9788702307832,Operation honningjagt,Jennifer Bell
29969973,,Hvad sker der på byggepladsen,Guido Wandrey
62309377,,"Den lange, lysende flod",Liz Moore
28043058,,Kasper og Sofie lærer at svømme,Tor Åge Bringsværd
48671144,,Paddington,Michael Bond
48349404,9788702297737,Hvor lyset er,Malene Ravn (f. 1971)
51663349,,Olivia og Anton,Katerina Janouch
53937462,,"Øl, te og is",Kirsten Ahlburg
55096139,,Dragerne over Helsingfors,Kjell Westö
47572843,,Evas tre døtre,Elif Shafak
50653668,,Viggos dinosaurer,Eva Vidén
47855683,,Kæledyrsprinsessen - den frække killing,Paula Harrison
48645313,9788793834705,Hjem til stjernerne,Carey Heywood
38759515,,Robicheaux,James Lee Burke
53044948,9788711721506,10 tips,Bertil Marklund
61552057,9788772313146,Jeg ønsker mig kun dig,Joanna Bolouri
46417739,,Sølvmysteriet,Martin Widmark
52761808,9788711320815,Søren og Mette,"Knud Hermansen,Ejvind Jensen (f. 1918)"
62556056,,Papirblomster,Sophie Longhurst
62953942,,Kvinden fra Paris,Ella Carey
54138806,9788711975282,Rasmus Klump hjælper postbuddet,"Carla Hansen (f. 1906),Vilh. Hansen (f. 1900)"
54101384,,Selskabsplanter,Claus Dalby
53345069,,Sendt til tælling,Kristen Callihan
29660603,,Mord og mandelduft med mere,Camilla Läckberg
45922650,9788726094213,Grænsen. Del 1,Erika Fatland
50808386,9788711342381,Det store opgør,Luigi Garlando
46106636,,Vi ejer himlen,Luke Allnutt
47719534,,Heksepagt,Nicole Boyle Rødtnes
48654843,9788762734609,Drømmedalen,Rosie Banks
48039464,9788726358391,Tyrannens gravkammer,Rick Riordan
52916569,,Mø og en tå,Kirsten Ahlburg
47209803,9788741509426,Nikkis dagbog - historier fra en ik' specielt glamourøs tv-stjerne,Rachel Renée Russell
62232331,,Dhaba walla,Enayatullah Safi (f. 1988)
62019131,,Hugo & Holger skal nok få det godt,Oscar K.
27532217,,Barden Beedles eventyr,Joanne K. Rowling
50613046,,Det forstenede hjerte,Peter Gotthardt
48465609,,Den frygtløse organisation,Amy C. Edmondson
27013325,,Den første ridetime,
39453444,,Dracula med Anders og Mickey,Tea Orsi
48039154,9788726150032,På den anden side,
51339819,9788702169805,Stå fast,Svend Brinkmann
54415494,,Plast i havet,Per Straarup Søndergaard
48482562,,Lad dinosaurernes tid udfolde sig,Rachel Firth
62208015,,Du er ikke f**ked - du er bare ung,Julius Mygind (f. 1992)
51449339,,Hækleværk,Sidsel Sangild
52562783,,"Mal nu, Bo",Kirsten Ahlburg
48061052,,En pc i et wc,Kirsten Ahlburg
46418484,,"Outlander. 6. bind, del 1",Diana Gabaldon
48797911,,Far til fire & vikingerne,Thomas Friis Pedersen
25985133,,Rim og remser til hele året,
47321182,,Winnie og Wilbur på bille-safari,Valerie Thomas
48501818,,Tittebøh - sol,Camilla Reid
54169787,,Alf er væk,Kirsten Ahlburg
46921755,9788726270556,Dronningeføde,Mette Holm (f. 1973)
61565124,9788793752597,Usynlige kvinder,Caroline Criado Perez
28168349,,Oskar og den skrupsultne drage,Ute Krause
46039300,9788740053579,21 nye helbredende dage med antiinflammatorisk kost,"Louise Bruun (f. 1975),Jerk W. Langer"
38722557,9788711997635,Jeg ser dig,"Camilla Grebe,Åsa Träff"
48979424,9788726085051,Historien om Hitlers ufo,Werner Wejp-Olsen
50896242,9788763835008,Kenneth Bøgh Andersens Antboy - Operation skæbnespil,Kenneth Bøgh Andersen
52943426,,Louisas madplan,Louisa Lorang
47148545,,Kirkemysteriet,Martin Widmark
52562872,,Det blå fly,Kirsten Ahlburg
47512654,9788792948724,Er du levende?,Irma Lauridsen (f. 1948)
53579280,9788740045406,Oprindelse,Dan Brown
52788226,,Naboparret,Shari Lapena
51234669,,Men sko må jeg ha',Linda Lassen (f. 1948)
51699246,,Neymar,Per Straarup Søndergaard
54525249,,Dybt at falde,Anna Grue
46487486,9788770183567,Mikkel Hansen,Emilie Tholstrup
51254627,,Helens bog om børn & opdragelse,Helen Lyng Hansen
24819515,,Behovet for anerkendelse,
62006285,9788728293225,Tyggegummidamen og andre historier,"Frida Brygmann,Thomas Korsgaard (f. 1995)"
54894074,9788763856362,To fremmede,Lisa Kleypas
54396066,,Meyermetoden,"Eline Holm,Heidi Meyer Vallentin"
48432093,9788711984802,Det øjeblik du tvivler,Sarah Engell
46848624,,Hvidhaj,Henrik Enemark
29390010,9788758815466,Glashuse,Rachel Caine
53550312,,Et rige af tåge og vrede,Sarah J. Maas
38965441,,Et år i skoven,Emilia Dziubak
61487808,9789150794694,Det falske vidne,Karin Slaughter
27997570,,Bamse fuld af ord,Gitte Melgaard
48947484,9788726381467,Sagen uopklaret,
62533862,,At træde i karakter,Anders Fogh Rasmussen
54496516,9788763836609,Tempus fugit,Kenneth Bøgh Andersen
52603994,,Knitting fools,Annette Danielsen
46973208,,Kobra,Per Østergaard (f. 1950)
39283999,9788743400349,Det ottende liv (til Brilka),Nino Haratischwili
61795901,,Noter om sorg,Chimamanda Ngozi Adichie
52719283,9788711659281,Calendar girl. 12,Audrey Carlan
46249585,,Matilde Mus laver mad,Gilson
46861035,,Den allerbedste prinsesse,Ursula Poznanski
52828007,,Kvalitativ analyse,
53800467,,Kan man røre en regnbue?,Sue Nicholson
54138679,9788711972731,Små snemænd,
47686105,,Hvor kommer babyerne fra?,Pauline Oud
47117615,9788726300697,Godnathistorier. 5,
28296940,,Forbrydelse og straf,F. M. Dostojevskij
28580894,,Mørk treenighed,Karin Slaughter
28522290,9788792165930,Kældermennesket,F. M. Dostojevskij
62909129,9788775780228,Du er ikke fucked,Søren Lynge
52039991,9788758822082,Fluen Ole flytter på landet,Søren S. Jakobsen
39457474,,Det var en vintermorgen,Isabelle Broom (f. 1979)
38628704,,5 minutter i godnat,Marta Jamrógiewics
50598055,9788756702546,Karlas kabale,Renée Toft Simonsen
51630971,,Hendes iskolde øjne,Carin Gerhardsen
29938830,,Introvert,Anna Skyggebjerg (f. 1962)
53143342,,Dyreunger,Marianne Randel Søndergaard
47875358,,Min søster er seriemorder,Oyinkan Braithwaite
135997684,,Sommer ved havet,Sarah Morgan (f. 1948)
29570019,,Hvad man ikke ved,Anne Lise Marstrand-Jørgensen
54966067,,Op i et træ,Kirsten Ahlburg
53395449,9788711791554,Mareridt & myrekryb. 1,Nick Clausen
52670128,,Elektra,Jakob Melander
54929285,,Spisetid,Roger Priddy
61592423,,Den slags små ting,Claire Keegan
48289533,9788726259469,My little pony - prinsesse Luna og vintermånefesten,G. M. Berrow
27691102,,Stauder,
47886104,,Germania,Steffen Nohr
48047173,9788793796232,Ukendt land,Claus M. Lohman
54216475,,Bækager Boldklub - pokaler og puddelhund,"Jesper Roos Jacobsen,Ole Sønnichsen"
26969867,,Lille Krokodille og det flyvende tæppe,Birde Poulsen (f. 1953)
61536981,9788797294543,Drømmefangeren,Anna Knakkergaard
51357868,,Prinsessen og gartneren,Ursula Jones
61535438,,Sammen,Jamie Oliver
48039375,9788726325362,Bæst,Ane Riel
135481122,,Wimpy Kid. Bind 17,Jeff Kinney
46937686,9788723527745,BFF - vild med Vilde,Line Leonhardt
28874049,,Katla & Knøs. Bind 4,Peter Gotthardt
26384095,,Emmy,Mette Finderup
51104773,,Ung med autisme,"Anne Vibeke Fleischer,Jeanette Ringkøbing Rothenborg"
26928990,,Cirkeline på opdagelse,
38468715,,1 2 3 for barske børn,Anne Østgaard
54759614,,Majken Minefinder,Karin Brunk Holmqvist
51550773,,Pigen under broen,Francine Rivers
51103351,9788711335277,Stoner,John Williams (f. 1922)
38410938,9788726607413,De bedste historier,
48242324,9788763862868,Hambros Allé 7-9-13,Lotte Kaa Andersen
27703003,,Turen går til Sjælland,Helle Højland
62034815,,Nemme grønne uger,Hanna Olvenmark
39018373,9788743401186,Den inderste kerne,Lotte Kaa Andersen
29579482,,Hævneren,Karin Slaughter
61961267,9788728188514,"Frihed, FIRE & familieliv",Emilie Ekelund Mørck
48219659,,Vi fulgte skildpadderne,Alice Hoffman
46441028,9788726035346,Store fodboldklubber,Peter Grønlund (f. 1970-04-11)
53082203,,Kort og godt om Kreta,"Sophie Launay,François Wong"
52870119,,Postmand Per - speciel specialpostpakke,
52377773,,Lille Muldvarp og Lille Fisk,Kater?ina Miler
52110807,,Sunde salater,Anne Hjernøe
52274885,,Ida er vred,Inger Tobiasen
53265979,,Det eksplosive barn,Ross W. Greene
54516460,,Gådens Mester,Bjarke Schjødt Larsen
39202581,,Rasmus Klump - min første ordbog,
54365470,9788711972748,Små snemænd,Victoria Saxon
50942864,,Venindehemmeligheder,Anneli Klepp
47000947,9788723541932,Universet,Line Friis Frederiksen
27460445,,Juleønsket,
38898191,9788702284348,Kvinden der samlede verden,Eva Tind
48120946,9788793730151,Aldrig igen,Pernille Kim Vørs (f. 1973)
54160240,9788793661226,Byens spor. 2,Lars Saabye Christensen (f. 1953)
53834361,,"Kai ser en kat, splat!",Marie Duedahl
53582931,9788771658149,Ghost - som en tyv i natten,Bjarke Schjødt Larsen
39498863,,Fluttershys meget farlige ven,Tallulah May
54171757,9788726012187,Rygsvømmeren,Leonora Christina Skov
45995925,9788793604506,Argumenter imod kvinder,Birgitte Possing
29553068,9788711382417,Han fik morderne til at tilstå,Tom Christensen (f. 1947-05-09)
48487874,,Det man skriver,Bent Haller
46980794,9788726296679,Hunde,Cecilie Bogh
26496454,,Børnetøj 0-3 år,
53962955,,Pip og Pop,Kirsten Ahlburg
25325672,,Sjov i køkkenet med Peddersen & Findus,
29936900,9788702152869,Babyen der ikke ville ud,Kim Fupz Aakeson
54940777,,Den brændende labyrint,Rick Riordan
52039924,9788711499269,Twilight : Liv og død,Stephenie Meyer
135673684,,Hittebarnet,Stacey Halls (f. 1989)
61793836,,Ting med fart på,Karin Hald
61793607,,Min lille bog om de fem sanser,
48000045,9788758837949,Evighedens søster,J. R. Ward
46496191,9788770302364,Arvingen,Allan Erik Mortensen
54220375,9788763856942,Sommerskandalen,Meredith Duran
52747465,,Ponyhjerte i fare,Usch Luhn
52319528,,Ask og Isas hule,Anja Hitz
29611335,,Palle holder nytårsaften,Jørn Jensen (f. 1946)
51709853,,Savner dig,Harlan Coben
51553454,9788711329146,Hr. Skægs ABC,"Mikkel Lomborg,Toke Reunert,Nikolaj Grandjean"
52957052,,Nem strik til børn,Stina Tiselius
38354914,,Den Mandige Elg - en elgtastisk sommerferie,Katja L. Berger
28954433,,Natmanden,Jørn Lier Horst
46010639,,Bliv her,"Elle Kennedy,Sarina Bowen"
47265312,,Rasmus Klump redder julen,Kim Langer
46145488,,Ib og An må gå,Kirsten Ahlburg
50623246,,Yoga - et kvarter om dagen for en glad krop og et stærkt sind,Sisse Siegumfeldt
46366891,,Where the crawdads sing,Delia Owens
27733875,,Stemmer fra fortiden,Marcia Willett
52690307,9788711659274,Calendar girl. 11,Audrey Carlan
48535909,9788726576825,Nordlysets magi,
26935555,,Nils Karlsson-Pusling flytter ind,
50590992,9788702129694,Den druknede soldat,Ida-Marie Rendtorff
53448224,,Stormen og monstertrucken,Daniel Sjölin
52186358,9788702193336,Hvide løgne,M. Leighton
53745555,9788793544307,Hun,Carey Heywood
39168421,,Dy på tur med Fe,Marie Duedahl
47506921,9788740048544,Fra broderskab til mønsterbrud,Rolf Hermansen
46269357,,Guldsmugleren fra Gilleleje,Knud Simonsen
46655338,,Monsta,Dita Zipfel
48617646,,Hvad finder Lotte?,Alexander Steffensmeier
27351417,9788790100612,Relief. 1. del,Dennis Jürgensen
38724991,,Ella vil have en kat!,Marie Duedahl
61563628,,Vingummigoplen og røven i tasken,Pernille Bønløkke
38590529,,Sig hej til din skam,Ilse Sand
48857922,,Pelsjægerinden,Marianne Jørgensen (f. 1966)
28287879,,"Turen går til Korfu, Lefkas, Kefallónia, Ithaka & Zákynthos",Nicole Wolter
52430410,,De 10 bedste,Asker Hedegaard Boye
51869168,,"Godnat, sagde katten",Glenn Ringtved
46327322,9788741505701,Riverdale - dagen før dagen,Micol Ostow
50926583,,Fyrtøjet,H. C. Andersen (f. 1805)
46036573,,Kylian Mbappé,Christian Mohr Boisen
51975987,,Fantastiske skabninger og hvor de findes,Joanne K. Rowling
39239191,,David Attenborough,Isabel Sánchez Vegara
38355171,9788726749625,Pilot for dit barn,Ulla Dyrløv
53573959,,Riko får paryk,Marie Duedahl
27326706,,Kampen for livet,
135166332,,Himlen bliver blå igen,Ellie Dean
135305626,,"Nattergal, flagermus",Malene Klein (f. 1988)
52430399,,Hurtigst i verden,Per Straarup Søndergaard
48275443,9789176338315,Den sidste enke,Karin Slaughter
53395066,,Det synger i løvet,Britt Karin Larsen (f. 1945)
52862485,,Winnie og Wilbur i det ydre rum,Valerie Thomas
61642218,,Vera Vaks og videnskaben,Andrea Beaty
62175869,,Alfons Åberg,Annette Voigt
47534453,,Ella Nutella,Marie Duedahl
51205790,9788771623581,Svigt,Karin Slaughter
46749359,9788770072342,Jagthundene,Jørn Lier Horst
53127509,,Våd i en båd,Dorte Sofie Mørk Emus
61411801,,Og nu er du tilbage,Jill Mansell
61526854,,Lær årstiderne at kende med Mumi og Lille My,Katariina Heilala
47181305,,Ole Lund Kirkegaards Kikkebakke Boligby,Kasper Hoff
53751024,,Jonnas trøjer,Jonna Balle
28137222,9788770534277,Tempelridderen,Jan Guillou
52137195,,Kulmanden,Jens Henrik Jensen (f. 1963)
46455592,,"Hyp, Hilda",Margareta Nordqvist
52276721,,Wienerbroderskabet,Ingar Johnsrud
51843185,9788771746679,Døden har en dårlig smag,Jan Thiele
38613707,,Ib til DM i hotdog,Marie Duedahl
39136988,,En ko i en å,Kirsten Ahlburg
38575309,,Ringo må ikke få firkantede øjne,Martin Sommer (f. 1976-04-26)
46999797,9788723541413,2. verdenskrig,Søren Hemmingsen
50582558,,"Hov, Figo",Jørn Jensen (f. 1946)
46182367,,Africana,Thomas Boberg
51088220,9788771623383,Troldepus i Afrika,Dines Skafte Jespersen
28256248,9788711433669,Hyggen,Lars-Henrik Olsen (f. 1946)
51256859,,Tøs ser en tyv,Peter Gotthardt
48071546,9788793881068,Anton bekæmper corona,Katrine Quorning
46038959,9788770182683,"Smile, shut up and be pretty!",Marie Duedahl
54650760,9788770300476,Under overfladen,Claus M. Lohman
53537448,,Simones juleklip,Simone Thorup Eriksen
54881967,,Mille Møgunge - bager en gave,Joanna Nadin
48060757,,Klimamad,Hanna Olvenmark
54927177,9788726084269,Et atelier i Paris,Guillaume Musso
46888235,9788702265262,Hvad er et menneske?,Svend Brinkmann
26737605,,Træn din hvalp,Christina Ingerslev
53127665,,Løb på Nyø,Grete Wiemann Borregaard
47303079,,Fra alle os til alle jer,
62107111,,Pigerne fra Stjernedalen og dagbogens hemmelighed,Mille Gori
54650957,9788758830780,Lykkens tinde,J. R. Ward
52581567,,Hjernegod mad,Anette Harbech Olesen
46059387,9788793699205,Under mælkevejens stjerner,Camilla Davidsson
38654241,,Isadora Moon tager på ferie,Harriet Muncaster
38930648,,Kurt får et gevær SPLAT!,Marie Duedahl
38821725,,Tolv uger med dig,Johanna Schreiber (f. 1986)
52231116,,Tykkere end vand,Carin Gerhardsen
54623658,,21 ting du bør vide om det 21. århundrede,Yuval Noah Harari
27953433,,Hvad siger sneugleungen Ulla?,Mette Moestrup
54108206,,Bundfald,Jørn Lier Horst
61657517,,Annas store bog om følelser,Kathleen Amant
27015778,,En gal kat i Ådal,
53520227,,Den lille astronaut,Barbara Scholz
47272556,9788758838373,Forbandet,Pernille Kim Vørs (f. 1973)
61501894,,Solo,Ditte Ingemann
51224558,,Levende og døde i Winsford,Håkan Nesser
51743482,,Elsk den du er,Kisser Paludan
46852893,,Pigen under jorden,Elly Griffiths
53310370,9788771771459,Rosens navn,Umberto Eco
62300183,9788743401575,Omsorg,Claire Keegan
50578119,,Batman,Grete Sonne (f. 1948)
26907985,,Sy og strik børnetøj 0-3 år,Ulla Welinder
134294264,,For evigt,Kristina Stoltz
